TreeNumber,UTM_X,UTM_Y,Grid_X,Grid_Y,Species,D.A.,DBH_cm,Height_m,CBH_m
14,1019233.42,4334817.391,157.8,13.8,PIPU,,7.62,4.1,0
8,1019227.764,4335091.742,163.6,288.3,PIPO,,7.62,4.1,1.7
18,1019462.347,4334845.712,387.7,32.6,POTR,,7.62,4.1,2.3
3,1019440.523,4335194.225,380.4,381.8,PIEN,,7.874,4.1,0.9
4,1019294.31,4334848.197,219.8,42,PIEN,,7.874,4.1,0
8,1019191.043,4334966.168,121.6,164.4,POTR,,7.874,4.1,3
8,1019354.486,4334822.989,279,14.3,PIEN,,8.128,4.1,1.9
30,1019063.702,4335190.747,3.9,394.1,PIEN,,8.128,4.1,0.4
41,1019207.641,4335139.66,145.6,337,PIEN,,8.128,4.1,0.3
35,1019253.429,4335141.047,191.4,336.4,PIEN,,8.128,4.1,0.2
7,1019395.118,4335150.521,333.4,339.9,PIPU,,8.128,4.1,0.4
11,1019145.535,4334857.172,71.7,57.3,PIEN,,8.382,4.1,1.5
25,1019385.892,4335079.738,321.1,269.7,PIEN,,8.382,4.1,0
65,1019257.095,4334833.929,182.1,29.5,PIPU,,8.382,4.1,1.6
14,1019466.673,4334868.371,393,55,POTR,,8.382,4.1,3.1
20,1019157.104,4334915.845,85.7,115.5,PIPO,,8.382,4.1,3.1
10,1019071.036,4335147.978,9.4,351,PIFL2,,8.636,4.1,1.2
28,1019350.565,4335121.663,287.6,313,PSME,,8.636,4.1,0.2
10,1019278.4,4335026.994,211.4,221.4,PIEN,,8.636,4.1,0.5
2,1019185.296,4335043.987,119.1,242.2,PIPU,,8.636,4.1,0.3
27,1019426.888,4334949.813,356.7,138,PIPU,,8.636,4.1,0
44,1019145.159,4334839.329,70.6,39.5,PSME,,8.89,4.1,2.4
34,1019409.847,4334973.544,340.5,162.6,PIEN,,8.89,4.1,1.2
12,1019334.224,4335183.601,273.9,375.5,PIEN,,8.89,4.1,0.5
4,1019079.233,4335023.244,12.3,226,PIPO,,8.89,4.1,2.1
49,1019094.969,4335103.765,31.4,305.8,PIPO,,9.398,4.1,3.3
2,1019456.396,4334856.311,382.1,43.5,POTR,,9.906,4.1,2.5
7,1019070.401,4335144.84,8.6,347.9,PSME,,10.16,4.1,0.1
9,1019302.918,4334817.292,227.2,10.9,PIPU,,10.16,4.1,3
23,1019406.764,4334811.482,330.6,0.7,PIPU,,10.414,4.1,0
4,1019263.538,4334983.27,194.9,178.3,PIPO,,10.414,4.1,2.1
25,1019294.874,4334950.846,224.7,144.7,PIPO,,10.668,4.1,0.3
10,1019494.447,4335100.713,430.4,286,PSME,,10.922,4.1,2
13,1019130.267,4335158.368,69.1,358.9,PIPO,,11.176,4.1,3.1
8,1019326.442,4334967.419,257.1,159.8,PIEN,,11.684,4.1,0.1
31,1019464.845,4334986.332,396.1,172.9,PIPU,,11.684,4.1,0.4
22,1019272.645,4335174.088,211.9,368.6,PIFL2,,13.208,4.1,1
7,1019478.83,4335048.537,412.7,234.5,PIPO,,13.208,4.1,3
83,1019119.682,4334915.302,48.3,116.5,PIEN,,3.302,4.2,1.9
46,1019313.702,4335144.983,251.8,337.8,PIPU,,3.81,4.2,1.1
12,1019102.698,4334908.913,31,110.8,PIEN,,3.81,4.2,1.3
44,1019134.727,4334936.007,64.2,136.6,PIEN,,3.81,4.2,0.2
18,1019254.394,4334822.188,179,17.7,PIEN,,4.064,4.2,0.7
28,1019415.647,4334835.065,340.5,24,PIEN,,4.318,4.2,3.8
55,1019248.818,4335164.533,187.6,360.1,PIEN,,4.318,4.2,0.2
4,1019457.818,4335175.513,396.9,362.2,PIEN,,4.572,4.2,0.8
28,1019305.09,4334869.977,231.5,63.4,PIEN,,5.08,4.2,2
47,1019133.592,4334934.745,63,135.4,PIEN,,5.08,4.2,1.5
8,1019306.894,4335168.353,245.8,361.5,PIFL2,,5.334,4.2,1.6
27,1019315.264,4335166.895,254.3,359.6,PIEN,,5.334,4.2,3.5
12,1019460.928,4335179.164,400.2,365.9,PIEN,,5.334,4.2,0.9
16,1019410.645,4334940.742,340,129.8,PIPO,,5.334,4.2,0.5
15,1019177.576,4334890.073,105,88.9,PSME,,5.588,4.2,1.2
30,1019464.808,4334985.128,396,171.7,PIFL2,,5.588,4.2,0.7
4,1019120.799,4335026.81,54,227.8,PIPU,,5.588,4.2,0.4
49,1019427.058,4334823.453,351.5,11.8,PIEN,,5.588,4.2,1.5
16,1019453.645,4335174.892,392.7,361.8,PIEN,,5.588,4.2,1.4
28,1019317.404,4335174.117,256.6,366.7,PIEN,,5.588,4.2,1.3
50,1019065.218,4335184.819,5.1,388.1,PIEN,,5.588,4.2,0.1
18,1019478.5,4335070.248,413.3,256.2,PIFL2,,5.842,4.2,1.3
100,1019129.189,4334927.12,58.2,127.8,PIEN,,5.842,4.2,1.8
15,1019119.318,4334964.848,49.9,166,PIEN,,5.842,4.2,0.1
9,1019395.448,4335017.36,328,206.9,PIPO,,5.842,4.2,1
41,1019405.729,4335187.213,345.5,376.2,PIFL2,,6.096,4.2,1.1
57,1019199.185,4334869.269,125.7,67.2,PIEN,,6.096,4.2,3
42,1019196.728,4334951.149,126.7,149.1,PIEN,,6.096,4.2,1.2
70,1019077.88,4334978.112,9,181,PIEN,,6.096,4.2,0.6
33,1019338.528,4334835.362,263.5,27.5,PIEN,,6.096,4.2,0.5
15,1019090.059,4334905.559,18.2,107.9,PIEN,,6.096,4.2,0.3
20,1019300.396,4334861.819,226.6,55.5,PIEN,,6.096,4.2,0
34,1019300.711,4335113.873,237.4,307.2,PIFL2,,6.35,4.2,0.8
2,1019100.212,4335120.464,37.3,322.2,PSME,,6.35,4.2,0.8
31,1019364.241,4335147.403,302.4,338.2,PIPU,,6.35,4.2,0.7
26,1019181.53,4334943.153,111.1,141.7,PIEN,,6.35,4.2,1.8
19,1019252.939,4335033.176,186.3,228.7,PIFL2,,6.604,4.2,0.1
9,1019233.831,4334811.505,157.9,7.9,PSME,,6.604,4.2,1.3
5,1019158.012,4334844.697,83.5,44.4,PIPU,,6.604,4.2,2.3
58,1019154.249,4334928.51,83.3,128.3,PIEN,,6.604,4.2,0.2
19,1019136.244,4335130.247,73.8,330.5,POTR,,6.604,4.2,3.4
23,1019102.65,4334848.23,28.4,50.2,POTR,,6.604,4.2,3.2
4,1019262.319,4335097.257,198.4,292.2,PSME,,6.858,4.2,2
7,1019319.228,4335161.998,258,354.5,PIEN,,6.858,4.2,2.6
35,1019154.935,4335057.619,89.5,257.2,PIPO,,6.858,4.2,1.8
38,1019354.367,4334996.697,286.1,188,PIEN,,7.112,4.2,1.9
24,1019393.297,4334910.603,321.3,100.4,PIPU,,7.112,4.2,1
2,1019280.591,4335148.473,218.7,342.6,PIEN,,7.366,4.2,2.6
6,1019298.248,4335192.046,238.2,385.4,PIEN,,7.366,4.2,1.3
50,1019349.611,4334876.402,276.3,67.9,PIEN,,7.366,4.2,0.2
48,1019282.776,4335154.479,221.2,348.7,PIEN,,7.62,4.2,2.5
12,1019391.636,4334842.242,316.9,32,PIEN,,7.62,4.2,2.1
38,1019381.945,4335174.957,321.1,365,PIEN,,7.62,4.2,1.4
5,1019250.485,4334887.969,177.7,83.6,PIEN,,7.62,4.2,0.6
13,1019402.811,4335054.899,336.9,244,PIEN,,7.62,4.2,0.5
24,1019411.455,4335179.305,350.8,368,PIEN,,7.874,4.2,0.4
80,1019122.024,4334968.596,52.8,169.6,PIPU,,7.874,4.2,1.9
22,1019250.85,4334929.044,179.8,124.6,PIPO,,7.874,4.2,0.8
7,1019167.676,4335024.63,100.7,223.8,PIPO,,7.874,4.2,0.6
14,1019106.172,4334907.595,34.4,109.3,PIEN,,8.128,4.2,3.7
21,1019288.969,4334877.554,215.8,71.6,PIEN,,8.382,4.2,2.2
14,1019403.919,4335079.691,339.1,268.7,PIPO,,8.382,4.2,1.5
33,1019254.573,4334984.596,185.8,180.1,PIPO,,8.382,4.2,0.3
48,1019462.776,4335149.223,400.9,335.9,PIEN,,8.636,4.2,2
14,1019341.45,4334869.762,267.8,61.7,PIEN,,8.636,4.2,0.8
42,1019267.951,4335117.965,204.9,312.8,PIPU,,8.636,4.2,0.7
39,1019422.959,4334823.336,347.4,11.9,PIEN,,8.89,4.2,2
23,1019280.322,4334912.944,208.6,107.4,PIPU,,8.89,4.2,1.1
78,1019182.338,4334910.152,110.6,108.7,PIPU,,8.89,4.2,1.1
15,1019291.502,4334969.492,222.1,163.5,PIPO,,8.89,4.2,0.6
29,1019242.689,4334893.365,170.2,89.4,PIEN,,9.144,4.2,1.9
39,1019435.965,4334827.311,360.6,15.4,PIEN,,9.144,4.2,1
10,1019442.229,4334874.605,368.7,62.3,PIPO,,9.144,4.2,3
44,1019216.826,4334830.432,141.7,27.7,PIEN,,9.398,4.2,0.9
16,1019242.878,4334920.411,171.6,116.4,PIEN,,9.398,4.2,0.9
13,1019396.86,4334996.005,328.5,185.5,PIEN,,9.398,4.2,0
47,1019216.719,4334807.495,140.6,4.8,PIPU,,9.398,4.2,1
50,1019218.388,4335152.646,156.8,349.4,PIPO,,9.652,4.2,2.5
24,1019165.958,4335074.807,101.2,274,PIPO,,9.906,4.2,1.4
10,1019435.7,4335092.552,371.3,280.3,PIPO,,9.906,4.2,0
16,1019391.85,4335123.012,328.9,312.6,PIFL2,,10.16,4.2,1.5
20,1019116.643,4335112.405,53.5,313.5,PSME,,10.16,4.2,3.2
38,1019125.534,4334877.862,52.6,78.8,PIPU,,10.16,4.2,1.8
39,1019092.779,4335116.768,29.9,318.9,PIPO,,10.16,4.2,3.7
22,1019141.799,4334861.881,68,62.2,PIEN,,10.414,4.2,1.9
29,1019076.9,4334923.687,5.8,126.7,PIEN,,10.414,4.2,0.9
1,1019320.707,4335129.932,258,322.4,PIEN,,10.668,4.2,0.6
11,1019337.299,4335124.485,274.5,316.3,PIEN,,10.922,4.2,0.2
7,1019444.884,4335019.84,377.5,207.2,PIPO,,10.922,4.2,1.6
18,1019120.41,4334932.163,49.7,133.3,PIPU,,11.43,4.2,2
14,1019076.191,4335162.57,15.1,365.3,PIEN,,11.684,4.2,0
33,1019184.422,4335160.58,123.3,358.9,PIPU,,11.938,4.2,0.5
4,1019312.152,4335020.835,245,213.9,PIPO,,13.208,4.2,3.5
2,1019149.667,4334924.28,78.5,124.1,PIEN,,14.986,4.2,0.9
63,1019341.58,4335165.347,280.5,357.1,PSME,,21.082,4.2,3
24,1019319.559,4334932.507,248.6,125.3,PIPU,,21.336,4.2,3.9
105,1019130.534,4334930.095,59.7,130.7,PIEN,,3.81,4.3,0.9
37,1019449.525,4335198.206,389.6,385.3,PIEN,,4.064,4.3,2.3
80,1019398.585,4334837.685,323.6,27.3,PIEN,,4.572,4.3,3.7
71,1019353.698,4334847.681,279.3,39,PIEN,,4.572,4.3,2.1
67,1019079.744,4334982.617,11.1,185.4,PIEN,,4.572,4.3,0.8
60,1019216.172,4334862.04,142.5,59.3,PIEN,,4.826,4.3,2.7
19,1019084.126,4334986.855,15.7,189.4,PIPU,,5.08,4.3,1.2
34,1019452.069,4335197.439,392.1,384.4,PIEN,,5.08,4.3,0.9
63,1019258.546,4334833.004,183.5,28.5,PIEN,,5.08,4.3,0.7
24,1019435.444,4334927.818,364.3,115.8,PIPO,,5.08,4.3,2.1
3,1019493.412,4334980.097,424.3,165.6,POTR,,5.08,4.3,2.5
19,1019475.93,4335139.104,413.5,325.1,POTR,,5.08,4.3,2.4
55,1019097.512,4334989.347,29.2,191.4,PIPU,,5.334,4.3,0.2
26,1019299.908,4334859.69,226,53.4,PIEN,,5.334,4.3,1.2
27,1019172.392,4334891.519,99.9,90.4,PIEN,,5.334,4.3,0.6
65,1019191.101,4334907.311,119.2,105.4,PIEN,,5.588,4.3,2.8
59,1019134.65,4334929.894,63.8,130.5,PIEN,,5.588,4.3,1.2
21,1019493.163,4335167.635,432,352.9,PIFL2,,5.842,4.3,2
138,1019119.089,4334921.178,47.8,122.4,PIPU,,5.842,4.3,1.6
57,1019235.731,4335179.079,175.3,375.1,PIEN,,5.842,4.3,2.1
55,1019133.215,4334930.519,62.4,131.2,PIEN,,5.842,4.3,1.3
42,1019338.972,4334842.095,264.3,34.2,PIEN,,5.842,4.3,0.5
42,1019376.531,4334866.877,302.9,57.4,PIEN,,5.842,4.3,0
14,1019106.632,4335201.094,47.1,402.6,PIFL2,,6.096,4.3,1.5
37,1019123.866,4335104.557,60.3,305.5,PSME,,6.096,4.3,1.5
12,1019232.421,4335092.689,168.3,289,PSME,,6.096,4.3,0
46,1019095.678,4334986.146,27.2,188.3,PIPU,,6.096,4.3,0.2
44,1019367.01,4335184.7,306.7,375.3,PIEN,,6.096,4.3,0.9
9,1019356.348,4334850.906,281.9,42.3,PIEN,,6.096,4.3,0
62,1019333.308,4334864.344,259.6,56.5,PIEN,,6.096,4.3,0
53,1019149.388,4335193.207,89.6,392.9,PIPU,,6.35,4.3,1
67,1019191.72,4334908.846,119.9,106.9,PIEN,,6.35,4.3,1.6
58,1019133.651,4334929.841,62.8,130.5,PIEN,,6.35,4.3,1.2
69,1019195.326,4334910.721,123.6,108.8,PIEN,,6.35,4.3,1.1
14,1019473.7,4335085.615,409.1,271.8,POTR,,6.35,4.3,2.6
17,1019350.181,4335063.566,284.8,255,POTR,,6.35,4.3,2.4
14,1019302.499,4335171.926,241.6,365.3,PIEN,,6.604,4.3,2.2
55,1019373.061,4334852.992,298.7,43.5,PIEN,,6.604,4.3,2.1
34,1019164.927,4334848.367,90.6,47.7,PIEN,,6.604,4.3,1.9
47,1019426.553,4334825.429,351.1,13.8,PIEN,,6.604,4.3,1
12,1019387.548,4335019.045,320.2,209,PIPO,,6.604,4.3,0
9,1019412.401,4335034.16,345.6,223,POTR,,6.604,4.3,3.3
69,1019447.636,4335153.746,385.8,341,PSME,,6.858,4.3,2.2
54,1019448.133,4335151.57,386.4,338.8,PIPU,,6.858,4.3,0.2
34,1019353.393,4334999.95,285.3,191.3,PIEN,,6.858,4.3,0.5
4,1019396.51,4334991.28,327.9,180.8,POTR,,6.858,4.3,2.6
20,1019182.926,4334939.122,112.5,137.6,PIEN,,7.112,4.3,1
26,1019150.959,4334866.671,77.4,66.5,PIEN,,7.112,4.3,0.6
34,1019195.094,4334923.024,123.8,121.1,PIEN,,7.112,4.3,0.4
3,1019108.402,4334903.307,36.4,104.9,PIEN,,7.112,4.3,0.3
13,1019193.523,4335030.085,126.8,228.1,PIPO,,7.112,4.3,1.1
9,1019415.406,4335192.03,355.2,380.5,PSME,,7.366,4.3,1.6
47,1019216.859,4334824.125,141.4,21.4,PIEN,,7.366,4.3,1.2
24,1019175.75,4334963.775,106.2,162.6,PIEN,,7.366,4.3,0.6
47,1019322.175,4335141.908,260.1,334.5,PIPU,,7.366,4.3,1
7,1019174.578,4334809.125,98.6,8,PIPO,,7.366,4.3,3.7
43,1019373.118,4335001.877,305.1,192.4,POTR,,7.366,4.3,2.6
39,1019309.32,4335175.492,248.6,368.5,PIEN,,7.62,4.3,2.3
47,1019358.734,4335207.11,299.4,397.9,PIEN,,7.62,4.3,2.2
33,1019077.536,4334923.02,6.4,126,PIEN,,7.62,4.3,0.7
1,1019173.027,4334881.42,100,80.5,PIEN,,7.62,4.3,0.3
10,1019392.688,4334899.055,320.3,88.9,PIPU,,7.62,4.3,0
11,1019411.632,4335100.808,347.7,289.6,PIPO,,7.62,4.3,1
14,1019241.117,4335042.783,175,238.7,PIPO,,7.62,4.3,0.5
2,1019156.833,4334897.906,84.7,97.6,PIEN,,7.874,4.3,1.8
108,1019259.021,4334902.623,187,98,PIEN,,7.874,4.3,1.1
34,1019200.384,4334809.653,124.4,7.6,PIEN,,7.874,4.3,0.2
29,1019330.579,4335176.799,269.9,368.9,PIEN,,7.874,4.3,0
4,1019473.588,4334825.979,398.1,12.3,PIPO,,7.874,4.3,1
10,1019326.64,4334917.562,255.1,110,PIPO,,7.874,4.3,0.7
88,1019087.607,4334971.818,18.6,174.2,PIEN,,8.128,4.3,0.9
17,1019164.428,4334898.208,92.3,97.5,PIEN,,8.128,4.3,0.1
41,1019434.562,4335016.189,367,204.1,PIEN,,8.128,4.3,0
6,1019416.373,4335036.673,349.7,225.3,PIPU,,8.128,4.3,0.5
3,1019264.906,4335097.576,201,292.6,PSME,,8.382,4.3,0
11,1019443.256,4334954.967,373.1,142.5,PIEN,,8.382,4.3,1.5
29,1019104.307,4334964.672,34.9,166.4,PIEN,,8.382,4.3,1
15,1019481.824,4335181.655,421.2,367.5,PIEN,,8.382,4.3,0.7
70,1019274.425,4334845.142,200,40,PIEN,,8.636,4.3,1.3
8,1019157.212,4335146.858,95.4,346.2,POTR,,8.636,4.3,2.4
52,1019142.804,4334876.955,69.8,77.2,PIPU,,8.636,4.3,1.3
34,1019130.356,4334841.266,55.7,42,PIPU,,8.636,4.3,1.1
44,1019264.471,4335117.48,201.4,312.5,PIPU,,8.636,4.3,0.7
20,1019401.511,4335050.726,335.6,239.9,PIPO,,8.636,4.3,1.3
34,1019222.323,4334890.303,149.7,87.2,PIPU,,8.89,4.3,0.6
36,1019153.889,4335056.562,88.4,256.2,PIPU,,8.89,4.3,0
4,1019480.844,4334896.439,408.2,82.5,PIPO,,8.89,4.3,1.8
19,1019414.712,4335039.69,348.2,228.4,PIPO,,9.398,4.3,2
50,1019431.938,4334987.513,363.3,175.6,PIPU,,9.652,4.3,2
25,1019122.64,4335135.635,60.5,336.6,PIEN,,9.906,4.3,0.1
8,1019477.995,4335164.748,416.7,350.6,PIEN,,9.906,4.3,0.1
41,1019435.424,4334828.084,360.1,16.2,PIEN,,10.16,4.3,1
10,1019340.317,4335001.079,272.3,192.9,PIEN,,10.414,4.3,1.5
52,1019167.537,4334855.816,93.6,55,PIEN,,10.414,4.3,1.3
21,1019452.166,4335001.082,384,188.3,PIPO,,10.414,4.3,0.7
25,1019214.667,4334908.522,142.8,105.8,PIEN,,11.176,4.3,1.6
17,1019506.717,4335024.561,439.5,209.3,PIPO,,11.43,4.3,1.5
51,1019269.957,4334881.072,197,75.9,PIPO,,12.7,4.3,3.6
2,1019299.139,4335105.378,235.6,298.8,PSME,,13.208,4.3,0
14,1019190.564,4335031.13,123.9,229.3,PIPO,,13.97,4.3,1.7
9,1019356.101,4334938.311,285.4,129.6,POTR,,14.224,4.3,3
56,1019097.863,4334990.267,29.6,192.3,PIPU,,14.986,4.3,1.2
35,1019126.899,4334948.027,56.8,148.8,PIPU,,15.24,4.3,0.3
7,1019483.82,4334860.348,409.7,46.3,PIPO,,16.51,4.3,1.5
55,1019256.203,4335118.562,193.2,313.8,PIPU,,18.034,4.3,2.5
52,1019094.362,4335121.256,31.5,323.3,PIPO,,18.288,4.3,1.9
25,1019199.967,4335087.203,135.6,284.8,PIFL2,,31.496,4.3,0
59,1019337.806,4334814.596,261.9,6.8,PSME,,3.556,4.4,0.6
141,1019117.723,4334920.505,46.4,121.8,PIPU,,4.318,4.4,1.8
37,1019302.602,4334852.322,228.3,45.9,PIEN,,4.572,4.4,0
15,1019473.44,4335030.828,406.6,217.1,POTR,,4.572,4.4,2.4
7,1019278.55,4335154.874,217,349.1,PIEN,,4.826,4.4,2.6
44,1019401.975,4335190.018,341.9,379.2,PIFL2,,5.08,4.4,1.3
37,1019153.211,4335056.126,87.7,255.8,PIPO,,5.08,4.4,1.5
35,1019451.249,4335197.796,391.3,384.8,PIEN,,5.334,4.4,1
37,1019207.309,4334886.422,134.5,83.9,PSME,,5.588,4.4,1.7
19,1019413.817,4335199.356,354,387.9,PSME,,5.588,4.4,1.1
11,1019272.05,4334908.401,200.1,103.3,PIEN,,5.588,4.4,1.4
45,1019125.62,4334928.333,54.7,129.2,PIEN,,5.588,4.4,0.7
25,1019464.769,4334872.176,391.3,58.9,POTR,,5.588,4.4,2.9
29,1019261.533,4334827.654,186.2,23,PSME,,5.842,4.4,1.5
1,1019096.213,4335203.064,36.8,404.9,PIFL2,,5.842,4.4,2.1
27,1019171.942,4335067.713,106.8,266.6,PIFL2,,5.842,4.4,0.6
39,1019255.291,4334924.255,184.2,119.8,PIPU,,5.842,4.4,1.9
33,1019450.56,4335174.528,389.6,361.6,PIEN,,5.842,4.4,1.6
17,1019393.239,4335023.151,326.1,212.8,POTR,,5.842,4.4,3.1
34,1019109.377,4335125.138,46.7,326.6,PSME,,6.096,4.4,2.6
66,1019464.294,4335199.169,404.4,385.7,PIEN,,6.096,4.4,0.7
8,1019180.285,4334872.593,107,71.3,PIEN,,6.096,4.4,0.7
62,1019462.15,4335196.152,402.1,382.8,PIEN,,6.096,4.4,0.6
56,1019442.96,4335174.326,382,361.8,PIEN,,6.096,4.4,0.1
35,1019133.084,4334840.809,58.4,41.4,PSME,,6.35,4.4,0.9
7,1019301.025,4335154.043,239.4,347.3,PIEN,,6.35,4.4,3.7
17,1019286.86,4334889.357,214.1,83.5,PIEN,,6.35,4.4,3.6
22,1019317.577,4335166.717,256.6,359.3,PIEN,,6.35,4.4,3
57,1019380.296,4334835.133,305.2,25.5,PIEN,,6.35,4.4,2.5
38,1019372.71,4335150.454,310.8,340.8,PIEN,,6.35,4.4,2.3
36,1019435.074,4335029.234,368.2,217.1,PIEN,,6.35,4.4,0.3
19,1019093.168,4334947.762,23.1,150.1,PIEN,,6.35,4.4,0.3
9,1019089.252,4335102.061,25.6,304.4,PIPO,,6.35,4.4,3.2
27,1019343.48,4334978.816,274.5,170.5,POTR,,6.35,4.4,3.4
3,1019237.972,4335030.299,171.2,226.4,PIFL2,,6.604,4.4,0.1
16,1019302.788,4335172.142,241.9,365.5,PIEN,,6.604,4.4,2
80,1019197.177,4334873.168,123.9,71.2,PIEN,,6.604,4.4,1.3
55,1019441.835,4335174.767,380.9,362.3,PIEN,,6.604,4.4,0.6
37,1019118.963,4334913.761,47.5,115,PIEN,,6.604,4.4,0.3
58,1019260.15,4334886.961,187.3,82.3,POTR,,6.604,4.4,4.2
29,1019305.345,4335009.477,237.6,202.7,PIFL2,,6.858,4.4,1.1
23,1019506.298,4334891.961,433.6,76.9,PSME,,6.858,4.4,0
43,1019410.983,4334901.526,338.7,90.4,PIPU,,6.858,4.4,0
78,1019301.695,4335162.172,240.5,355.6,PIEN,,6.858,4.4,2.6
36,1019376.074,4335201.1,316.4,391.2,PIEN,,6.858,4.4,1.5
68,1019206.588,4334942.359,136.3,139.8,PIEN,,6.858,4.4,0.4
53,1019349.133,4335174.358,288.3,365.7,PIEN,,6.858,4.4,0.2
18,1019480.1,4334916.526,408.3,102.6,PIFL2,,7.112,4.4,1.1
63,1019195.691,4334920.854,124.5,118.9,PIEN,,7.112,4.4,2.3
16,1019123.348,4334906.583,51.5,107.6,PIEN,,7.112,4.4,1
7,1019415.691,4335178.728,355,367.2,PIEN,,7.112,4.4,0.8
72,1019285.955,4334806.699,209.7,1,PIEN,,7.366,4.4,1.5
22,1019178.633,4335006.485,110.9,205.1,PIPO,,7.366,4.4,1.6
10,1019173.635,4334886.96,100.9,86,PIPU,,7.62,4.4,0.8
1,1019305.602,4334946.807,235.2,140.1,POTR,,7.62,4.4,3.1
44,1019467.263,4335010.994,399.6,197.4,PIPO,,7.62,4.4,0.5
34,1019252.061,4335036.534,185.6,232.1,PIFL2,,7.874,4.4,0.1
4,1019200.538,4335164.836,139.4,362.3,PSME,,7.874,4.4,1.8
17,1019198.134,4335197.353,138.5,394.9,PIEN,,7.874,4.4,2.7
70,1019123.788,4334974.998,54.9,175.9,PIPU,,7.874,4.4,0.3
21,1019503.66,4334854.071,429.4,39.2,PIPO,,7.874,4.4,2.5
45,1019347.484,4334824.722,272.1,16.4,PIEN,,8.128,4.4,2.2
22,1019236.127,4334840.348,161.5,36.8,PIEN,,8.128,4.4,1.6
76,1019442.944,4334985.792,374.2,173.3,PIPU,,8.128,4.4,2.2
49,1019266.238,4335116.272,203.1,311.2,PIEN,,8.382,4.4,1.7
6,1019493.11,4334878.163,419.7,63.6,PIPU,,8.382,4.4,0
8,1019075.603,4335100.756,11.9,303.6,PIPO,,8.382,4.4,1.4
32,1019149.459,4335182.396,89.1,382.1,PIFL2,,8.636,4.4,2.3
43,1019424.891,4334984.454,356.1,172.7,PIEN,,8.89,4.4,2
32,1019431.091,4334973.248,361.7,161.4,PIPU,,8.89,4.4,1.8
35,1019454.957,4335147.525,393,334.4,PIPU,,8.89,4.4,0.8
33,1019133.462,4334989.311,65.1,189.9,PIPU,,8.89,4.4,0.2
30,1019413.712,4335016.606,346.2,205.4,PIPO,,8.89,4.4,1.2
14,1019134,4335186.904,73.9,387.2,PIEN,,9.144,4.4,1.1
3,1019281.849,4335112.692,218.5,306.8,PSME,,9.398,4.4,1.3
33,1019286.747,4335164.603,225.7,358.6,PIEN,,9.398,4.4,2.5
15,1019413.097,4334835.95,338,24.8,PIEN,,9.398,4.4,1.8
29,1019201.756,4334892.937,129.3,90.7,PIEN,,9.398,4.4,0.4
29,1019083.46,4335116.875,20.6,319.5,PIPO,,9.398,4.4,1.9
63,1019082.589,4334978.061,13.7,180.7,PIEN,,9.652,4.4,0.1
22,1019175.215,4334891.149,102.7,90.1,PIEN,,9.906,4.4,0.3
1,1019091.745,4334917.546,20.3,120,PIFL2,,10.16,4.4,1.4
11,1019194.783,4334999.913,126.9,197.9,PIFL2,,10.16,4.4,0.1
19,1019417.265,4335069.365,352.1,257.9,PIPO,,10.16,4.4,0.5
22,1019109.115,4335018.281,42.1,219.9,PIPO,,10.16,4.4,0.2
20,1019393.935,4335125.225,331.1,314.7,PIEN,,10.414,4.4,0
5,1019464.774,4335039.8,398.2,226.3,PIPU,,10.414,4.4,2
6,1019322.05,4334994.322,253.7,186.9,PIPO,,10.922,4.4,3.1
15,1019084.6,4334983.575,16,186.1,PIEN,,11.176,4.4,0.1
37,1019135.306,4334834.401,60.5,35.1,PSME,,11.684,4.4,4.3
71,1019446.56,4334985.583,377.8,172.9,PIPU,,12.446,4.4,1.5
12,1019400.107,4334965.937,330.59,155.3,PIPO,,13.462,4.4,3.4
13,1019488.561,4334859.697,414.4,45.4,PIPO,,17.78,4.4,1.9
12,1019497.519,4335051.11,431.5,236.3,PIPO,,18.796,4.4,2.5
7,1019489.341,4334881.268,416.1,66.9,PIPO,,2.54,4.5,0.4
19,1019482.464,4334921.057,410.9,107,POTR,,4.318,4.5,4
94,1019139.662,4334937.369,69.2,137.7,PIEN,,4.572,4.5,2
139,1019118.884,4334921.267,47.6,122.5,PIPU,,4.826,4.5,1.7
69,1019305.328,4335182.791,245,376,PIEN,,4.826,4.5,1.6
18,1019370.449,4334818.408,294.7,9.1,PIEN,,4.826,4.5,1.4
66,1019434.868,4334823.466,359.3,11.4,PIEN,,5.08,4.5,2.5
46,1019101.235,4334971.62,32.2,173.5,PIEN,,5.08,4.5,1.1
1,1019193.408,4334899.305,121.3,97.5,PIEN,,5.08,4.5,0.3
29,1019478.379,4334922.543,406.9,108.7,PIPO,,5.08,4.5,1.3
6,1019350.152,4334848.794,275.6,40.3,PIEN,,5.334,4.5,1.3
38,1019182.12,4334902.93,110,101.5,PIEN,,5.334,4.5,1.1
9,1019302.821,4335038.583,236.4,231.9,PSME,,5.588,4.5,2.8
3,1019087.867,4334989.957,19.6,192.3,PIPU,,5.588,4.5,0.8
8,1019271.029,4334891.442,198.4,86.2,PIEN,,5.588,4.5,0.8
36,1019293.485,4335044.698,227.4,238.5,PIEN,,5.588,4.5,0
80,1019136.757,4334931.708,66,132.2,PIEN,,5.842,4.5,2.2
20,1019458.095,4334846.589,383.5,33.7,POTR,,5.842,4.5,3.5
12,1019149.318,4335144.638,87.4,344.4,POTR,,5.842,4.5,2.6
30,1019077.791,4334819.995,2.3,23.1,PIFL2,,6.096,4.5,3
20,1019186.512,4335028.23,119.7,226.4,PIFL2,,6.096,4.5,0.3
