TreeNumber,UTM_X,UTM_Y,Grid_X,Grid_Y,Species,D.A.,DBH_cm,Height_m,CBH_m
3,1019505.989,4335042.446,439.5,227.2,POTR,,9.906,5.8,2.2
8,1019438.846,4335126.163,376,313.7,PIPO,,9.906,5.8,2.5
34,1019272.999,4334916.963,201.5,111.8,PIPU,,10.16,5.8,2
5,1019202.811,4334944.061,132.4,141.7,PIEN,,10.16,5.8,1.2
69,1019194.126,4334854.783,120.1,53,PIEN,,10.16,5.8,0.7
38,1019083.374,4335178.553,22.9,381.1,PIFL2,,10.414,5.8,1.6
14,1019186.745,4335015.927,119.5,214.1,PIPO,,10.414,5.8,5.1
59,1019431.117,4334989.772,362.6,177.9,PIPU,,10.668,5.8,2
41,1019346.635,4335179.933,286.1,371.4,PIEN,,10.668,5.8,0.4
24,1019319.047,4335144.264,257.1,336.8,PIFL2,,10.922,5.8,4
27,1019470.787,4334871.994,397.3,58.4,POTR,,10.922,5.8,4.8
23,1019213.095,4335179.202,152.7,376.2,PIEN,,10.922,5.8,2.6
32,1019478.586,4335124.525,415.6,310.4,PIFL2,,11.176,5.8,1.5
58,1019197.684,4334917.255,126.3,115.2,PIEN,,11.176,5.8,2.4
3,1019254.096,4335188.144,193.9,383.4,PIEN,,11.176,5.8,0.2
34,1019494.161,4335117.82,430.8,303.1,PSME,,11.43,5.8,0.5
43,1019494.177,4335192.323,434.1,377.5,PIEN,,11.684,5.8,0.4
8,1019210.86,4334925.962,139.7,123.2,PIEN,,11.938,5.8,3.5
4,1019284.748,4334947.323,214.4,141.5,PIPO,,12.192,5.8,0.5
20,1019295.764,4334939.377,225.2,133.2,PIPO,,12.446,5.8,0.2
8,1019357.042,4335022.173,289.9,213.3,PIPU,,12.954,5.8,0
18,1019319.17,4335138.162,256.9,330.7,PIPU,,13.208,5.8,1.3
16,1019497.065,4334859.829,422.9,45.3,POTR,,13.462,5.8,3.6
12,1019378.627,4335059.645,313,249.8,PIPO,,13.716,5.8,2.3
4,1019252.13,4334852.409,177.9,48,PIPO,,13.716,5.8,4.2
20,1019476.77,4335119.121,413.5,305.1,PIFL2,,14.224,5.8,1
1,1019264.35,4335091.038,200.1,286.1,PSME,,14.478,5.8,0
12,1019272.706,4334974.624,203.6,169.4,PIPO,,14.478,5.8,3.8
23,1019224.894,4334864.102,151.1,60.9,PIEN,,22.352,5.8,4.1
12,1019121.993,4334801.571,45.8,3.2,PIPO,,22.352,5.8,3
36,1019353.011,4335151.833,291.2,343,POTR,,24.638,5.8,4.5
31,1019062.519,4335140.518,0.5,344,PIFL2,,2.794,5.9,0.8
48,1019285.358,4334925.628,214.3,119.8,POTR,,5.08,5.9,3.3
37,1019492.352,4335119.828,429.1,305.2,POTR,,5.334,5.9,2.2
101,1019282.991,4335182.929,222.7,377.1,PIEN,,5.842,5.9,4.2
72,1019410.885,4334828.223,335.6,17.2,PIEN,,5.842,5.9,3
13,1019106.178,4334907.495,34.4,109.2,PIEN,,5.842,5.9,1.2
4,1019305.36,4334949.498,235.1,142.8,POTR,,6.096,5.9,2.5
38,1019411.601,4334910.671,339.8,99.5,POTR,,6.35,5.9,4.7
2,1019201.742,4335120.241,138.9,317.7,PIPO,,6.604,5.9,2.9
78,1019286.503,4335179.009,226,373,PIEN,,6.604,5.9,2.6
19,1019401.233,4335048.408,335.2,237.6,POTR,,6.858,5.9,2.9
6,1019388.311,4335110.407,324.7,300.2,POTR,,6.858,5.9,2.8
37,1019310.818,4335175.571,250.1,368.5,PIEN,,7.112,5.9,4
78,1019121.103,4334972.753,52.1,173.8,PIEN,,7.112,5.9,1.9
49,1019216.531,4334865.062,142.8,62.3,PIEN,,7.112,5.9,1.5
22,1019452.536,4335175.033,391.6,362,PIEN,,7.366,5.9,2.3
13,1019176.646,4335179.212,116.3,377.7,PSME,,7.62,5.9,2.3
4,1019403.023,4334892.993,330.3,82.3,POTR,,7.62,5.9,4.1
65,1019434.18,4334823.229,358.6,11.2,PIEN,,7.62,5.9,3
55,1019468.273,4335187.965,408,374.3,PIEN,,7.62,5.9,2.7
44,1019281.533,4334837.607,206.7,32.1,PIEN,,7.62,5.9,2.4
17,1019423.393,4334813.245,347.3,1.8,PIEN,,7.62,5.9,1.5
23,1019303.45,4334860.879,229.6,54.4,PIEN,,7.62,5.9,1.2
28,1019147.907,4335213.956,89,413.7,PIFL2,,7.874,5.9,3.7
17,1019070.762,4335186.014,10.7,389,PIFL2,,7.874,5.9,1.8
24,1019302.139,4334941.918,231.7,135.4,POTR,,7.874,5.9,3.1
24,1019319.255,4334871.009,245.7,63.9,PIEN,,7.874,5.9,1.5
39,1019333.256,4335163.724,272.1,355.7,PIEN,,8.128,5.9,5.4
14,1019430.714,4335199.831,370.9,387.7,PIEN,,8.128,5.9,3.2
26,1019364.452,4334829.907,289.1,20.9,PIEN,,8.128,5.9,2
6,1019312.379,4334872.265,238.9,65.3,PIEN,,8.128,5.9,1.7
35,1019140.492,4334883.14,67.6,83.5,PIEN,,8.128,5.9,1
1,1019106.728,4334979.821,37.9,181.4,PIEN,,8.128,5.9,0.1
6,1019413.282,4335194.321,353.2,382.9,PIFL2,,8.382,5.9,3.5
25,1019069.586,4335087.32,5.4,290.5,PIFL2,,8.382,5.9,0.8
23,1019130.468,4335129.64,68,330.2,POTR,,8.382,5.9,4.4
30,1019480.886,4334924.378,409.5,110.4,POTR,,8.382,5.9,4.3
25,1019372.876,4335148.862,311.1,339.2,PIPU,,8.382,5.9,2.8
85,1019088.389,4334975.965,19.6,178.3,PIEN,,8.382,5.9,4.3
55,1019381.172,4334839.385,306.3,29.7,PIEN,,8.382,5.9,2.1
70,1019395.444,4334832.712,320.2,22.5,PIEN,,8.382,5.9,1.5
5,1019395.313,4334823.512,319.8,13.1,PIEN,,8.382,5.9,0
15,1019461.931,4334942.319,391.3,129.1,PIFL2,,8.636,5.9,0.5
20,1019461.085,4335147.148,399.1,333.7,PSME,,8.636,5.9,2.3
51,1019235.456,4334897.588,163.2,94,PIEN,,8.636,5.9,2.2
49,1019368.107,4335134.89,305.6,325.5,PSME,,8.89,5.9,0.4
2,1019244.223,4335048.754,178.2,244.5,POTR,,8.89,5.9,2.9
30,1019348.153,4334915.979,276.5,107.5,POTR,,8.89,5.9,2.6
20,1019376.156,4335147.433,314.3,337.6,PIPU,,8.89,5.9,1.2
36,1019451.48,4335010.258,383.8,197.5,PIPU,,8.89,5.9,0
64,1019234.301,4334881.206,161.4,77.7,PIEN,,8.89,5.9,3.2
55,1019128.393,4334971.236,59.3,171.9,PIEN,,8.89,5.9,1.7
51,1019199.94,4334937.4,129.4,135.2,PIEN,,8.89,5.9,1.1
17,1019468.911,4335023.679,401.7,210.2,POTR,,9.144,5.9,2.5
4,1019087.768,4334989.951,19.5,192.3,PIPU,,9.144,5.9,1
2,1019085.552,4335009.46,18.1,211.9,PIPU,,9.144,5.9,0
9,1019092.067,4334938.29,21.5,140.7,PSME,,9.398,5.9,0.5
16,1019172.827,4334838.772,98.2,37.7,PIEN,,9.398,5.9,4.5
30,1019313.882,4335164.619,252.8,357.4,PIEN,,9.398,5.9,4.4
1,1019426.672,4334992.758,358.1,180.9,PIEN,,9.398,5.9,3.3
25,1019066.746,4335190.007,6.9,393.2,PIEN,,9.398,5.9,2.2
55,1019453.672,4335199.327,393.8,386.2,PIEN,,9.398,5.9,1.7
62,1019283.629,4334816.59,207.9,11,PIEN,,9.398,5.9,1
109,1019267.117,4334837.563,192.3,32.6,PIEN,,9.398,5.9,0.9
4,1019127.078,4335154.294,65.7,355,PIFL2,,9.652,5.9,1.1
27,1019181.587,4334849.531,107.3,48.2,PIFL2,,9.906,5.9,3.9
3,1019175.839,4335023.66,108.8,222.4,PIFL2,,9.906,5.9,0.8
16,1019310.179,4334953.039,240.1,146.3,POTR,,9.906,5.9,2.9
61,1019437.278,4335011.828,369.7,199.6,PIPU,,9.906,5.9,3
26,1019103.246,4335110.093,40,311.9,PIPO,,9.906,5.9,3.7
50,1019168.426,4334877.191,95.4,76.3,PIEN,,9.906,5.9,2.5
21,1019398.774,4335166.936,337.7,356.1,PIEN,,9.906,5.9,2
56,1019245.529,4335152.543,183.9,348.3,PIPO,,10.16,5.9,4.6
3,1019134.135,4334866.682,60.6,67.4,PIEN,,10.16,5.9,1.9
52,1019431.939,4335018.454,364.5,206.5,PIEN,,10.16,5.9,0.5
54,1019371.35,4335136.063,308.9,326.5,PSME,,10.414,5.9,1.41
14,1019334.591,4335186.124,274.4,378,PSME,,10.414,5.9,0.8
16,1019431.991,4335190.487,371.9,378.3,POTR,,10.414,5.9,3.5
3,1019107.517,4335003.094,39.7,204.6,POTR,,10.414,5.9,2.8
6,1019503.952,4334998.879,435.6,183.8,PIPO,,10.414,5.9,2.2
4,1019345.814,4335072.646,280.7,264.3,PIPO,,10.414,5.9,0.1
17,1019093.506,4334933.461,22.9,135.8,PIEN,,10.414,5.9,0.6
10,1019395.073,4335143.81,333,333.2,PIFL2,,10.668,5.9,2
30,1019435.789,4334973.396,366.4,161.3,PIEN,,10.668,5.9,3
34,1019121.685,4334886.569,49,87.7,PIEN,,10.668,5.9,1.9
7,1019120.341,4335039.602,54,240.6,PIFL2,,10.922,5.9,1.8
15,1019205.281,4334967.723,135.9,165.2,POTR,,10.922,5.9,3.1
7,1019260.874,4335098.082,197,293.1,PIPO,,10.922,5.9,2.4
15,1019500.312,4334862.805,426.3,48.1,PIPO,,10.922,5.9,1.4
34,1019243.194,4334864.553,169.4,60.6,PIEN,,10.922,5.9,1.6
16,1019191.489,4335151.941,129.9,349.9,PIPO,,11.176,5.9,2.5
41,1019325.764,4334818.884,250.1,11.5,PIEN,,11.176,5.9,0
41,1019497.32,4334841.418,422.4,26.9,PIPO,,11.43,5.9,2.4
14,1019111.992,4335021.036,44.9,222.5,POTR,,11.43,5.9,2.6
7,1019265.932,4334939.237,195.4,134.2,PIPO,,11.43,5.9,0.3
42,1019445.582,4335175.867,384.7,363.2,PIEN,,11.684,5.9,2.3
84,1019262.342,4335117.986,199.3,312.9,PIEN,,11.684,5.9,0.1
5,1019404.742,4335065.716,339.4,254.7,PIPO,,12.192,5.9,1.9
8,1019188.744,4335093.018,124.7,291.2,POTR,,12.446,5.9,3
70,1019190.598,4334955.331,120.8,153.6,PIPU,,12.446,5.9,1.1
5,1019116.635,4335093.279,52.7,294.4,PIFL2,,12.7,5.9,2
1,1019400.253,4335073.289,335.1,262.5,PIPO,,12.954,5.9,1.5
9,1019319.796,4335160.726,258.5,353.2,PIEN,,13.208,5.9,2.2
2,1019119.129,4335085.901,54.8,286.9,PIFL2,,13.716,5.9,1.3
18,1019449.039,4334991.704,380.6,179.1,PIPU,,13.716,5.9,1
13,1019183.555,4335017.56,116.4,215.9,PIPO,,13.97,5.9,2.5
53,1019076.763,4334985.964,8.3,188.9,POTR,,14.224,5.9,1
42,1019141.734,4334835.943,67,36.3,PSME,,15.24,5.9,2.3
4,1019406.529,4334917.913,334.9,107,PIPO,,16.002,5.9,2.4
3,1019358.567,4335114.276,295.2,305.2,PSME,,16.002,5.9,0.2
9,1019174.49,4335095.585,110.6,294.3,PIPO,,17.526,5.9,2.6
20,1019483.383,4334897.675,410.8,83.6,PIPO,,18.288,5.9,3.1
30,1019068.116,4335082.936,3.7,286.2,PIPO,,24.892,5.9,1.9
25,1019415.784,4334832.468,340.5,21.4,PIEN,,5.08,6,5.3
2,1019413.739,4334812.152,337.6,1,PIEN,,5.334,6,0
31,1019438.223,4334878.398,364.9,66.3,POTR,,5.588,6,3.2
23,1019202.674,4334848.426,128.3,46.2,PIEN,,5.588,6,2.8
9,1019167.285,4335130.251,104.8,329.3,PIPO,,5.842,6,2.1
103,1019315.725,4335179.336,255.2,372,PIEN,,5.842,6,2
39,1019406.532,4335137.288,344.1,326.3,POTR,,6.096,6,2.2
25,1019190.354,4334946.706,120.1,145,PIPU,,6.35,6,1.6
25,1019376.411,4334994.541,308,184.9,POTR,,6.35,6,4.3
27,1019395.51,4335021.87,328.3,211.4,POTR,,6.35,6,4.2
51,1019254.363,4335121.169,191.5,316.5,PIPU,,6.604,6,1.4
33,1019404.933,4334902.307,332.7,91.5,POTR,,6.604,6,5.3
33,1019128.845,4334945.326,58.6,146,POTR,,6.604,6,4.8
18,1019147.691,4335127.73,85.1,327.6,POTR,,6.858,6,3.3
51,1019256.145,4334819.36,180.6,15,PIEN,,7.112,6,2.3
20,1019090.393,4335068.476,25.4,270.8,PIFL2,,7.366,6,2.5
48,1019207.501,4335167.59,146.5,364.9,PIEN,,7.366,6,3.5
22,1019300.006,4335179.323,239.5,372.6,PIEN,,7.366,6,3.2
23,1019066.958,4335030.004,0.4,233.4,POTR,,7.62,6,3.5
15,1019130.586,4335138.759,68.6,339.3,POTR,,7.62,6,3.4
16,1019438.734,4334951.123,368.6,138.9,POTR,,7.62,6,3.4
9,1019270.721,4334908.949,198.8,103.7,PIPU,,7.62,6,2.8
86,1019369.393,4334844.388,294.8,35.1,PIEN,,7.62,6,4
38,1019390.448,4335169.099,329.5,358.7,PIEN,,7.62,6,3.9
9,1019380.113,4335156.253,318.5,346.2,PIEN,,7.62,6,3
19,1019185.371,4334946.261,115.1,144.6,PIEN,,7.62,6,2.4
32,1019142.441,4334939.72,72.1,139.9,PIEN,,7.874,6,2
100,1019116.822,4334918.254,45.6,119.6,PIEN,,7.874,6,1.5
17,1019478.57,4335005.465,410.6,191.5,PIFL2,,8.128,6,0.5
18,1019491.882,4335128.715,429.1,314.1,PSME,,8.128,6,0
29,1019224.561,4334870.394,151.1,67.2,PIEN,,8.128,6,2.9
2,1019393.747,4334832.641,318.5,22.3,PIEN,,8.128,6,1.8
31,1019341.419,4334885.482,268.6,77.4,POTR,,8.382,6,2.9
50,1019428.325,4334824.121,352.8,12.4,PIEN,,8.382,6,3.5
4,1019160.297,4334941.346,89.8,140.8,PIEN,,8.382,6,1.1
12,1019340.556,4335165.812,279.5,357.4,PIFL2,,8.636,6,2.3
59,1019366.676,4335204.608,307.2,395.2,PIEN,,8.636,6,2.8
74,1019076.123,4334973.113,7.2,176.1,PIEN,,8.636,6,1.2
55,1019333.209,4334835.599,258.2,27.8,PIEN,,8.89,6,3.5
58,1019328.833,4334821.449,253.3,13.9,PIEN,,8.89,6,0
1,1019482.548,4335075.469,417.4,261.2,POTR,,9.144,6,2.2
16,1019311.177,4335126.124,248.5,319.1,PIEN,,9.398,6,0.9
15,1019203.58,4334929.181,132.6,126.8,PIEN,,9.398,6,0.2
45,1019225.378,4335120.154,162.5,316.8,PSME,,9.652,6,2.3
105,1019455.783,4335179.912,395.1,366.7,PIEN,,9.652,6,2.4
61,1019200.83,4335199.381,141.3,397,PIEN,,9.652,6,1.6
51,1019240.613,4334804.435,164.3,0.7,PIEN,,9.652,6,1.3
38,1019269.11,4335124.435,206.4,319.2,PIPU,,9.906,6,1
42,1019103.926,4334973.765,35,175.5,PIEN,,9.906,6,2
1,1019211.465,4334864.311,137.7,61.6,PIEN,,9.906,6,1.7
20,1019136.61,4335051.961,70.9,252.3,PIFL2,,10.414,6,1.8
16,1019257.648,4335071.676,192.6,266.9,POTR,,10.414,6,2
40,1019219.425,4334838.08,144.7,35.2,PIEN,,10.414,6,1.5
46,1019430.899,4335159.688,369.4,347.6,PSME,,10.668,6,2.7
22,1019187.733,4335145.334,125.8,343.5,POTR,,10.668,6,4.3
9,1019151.921,4335131.058,89.5,330.7,POTR,,10.668,6,4.2
33,1019098.215,4334881.64,25.3,83.8,PIEN,,10.668,6,1.2
67,1019206.762,4334940.966,136.4,138.4,PIEN,,10.668,6,1
2,1019155.819,4335183.333,95.5,382.7,PIPU,,10.922,6,1.4
14,1019296.729,4335159.524,235.4,353,PIEN,,10.922,6,4.6
15,1019208.76,4334873.781,135.5,71.2,PIEN,,10.922,6,1.2
67,1019284.308,4334811.319,208.3,5.7,PIEN,,10.922,6,0.4
21,1019349.817,4334980.135,280.9,171.7,PIPU,,11.176,6,1
10,1019297.599,4335150.657,235.8,344.1,PIEN,,11.176,6,4.2
28,1019329.155,4334994.38,260.8,186.8,PSME,,11.43,6,2
13,1019407.659,4335036.713,341,225.8,PIPU,,11.43,6,0
6,1019392.93,4334992.693,324.4,182.4,PIEN,,11.43,6,1
55,1019155.748,4334922.881,84.5,122.6,PIEN,,11.43,6,0.1
16,1019463.78,4334945.221,393.3,131.9,POTR,,11.684,6,5
34,1019152.406,4335059.989,87.1,259.7,POTR,,11.684,6,4.7
7,1019422.696,4335149.741,360.9,338.1,PIFL2,,12.192,6,1.3
20,1019076.833,4335038.638,10.5,241.5,PIPO,,12.192,6,2.4
68,1019430.1,4335009.345,362.4,197.5,PIPU,,12.192,6,0
10,1019114.311,4335189.985,54.4,391.1,PSME,,12.954,6,3.1
46,1019365.349,4335132.141,302.7,322.9,PSME,,12.954,6,1
49,1019285.185,4334925.118,214.1,119.3,PIPU,,12.954,6,0.4
7,1019224.201,4334998.447,156.2,195.1,PIPO,,14.224,6,0.3
10,1019478.327,4335067.836,413,253.8,PSME,,14.478,6,0.3
17,1019071.111,4335121.646,8.3,324.7,PIPO,,16.51,6,1.8
14,1019486.217,4334860.475,412.1,46.3,PIPO,,16.764,6,3.1
66,1019270.73,4335120.315,207.8,315,PIPU,,16.764,6,0.2
38,1019073.362,4335166.826,12.5,369.7,PSME,,20.32,6,4.2
5,1019103.209,4335024.294,36.3,226,PIPO,,20.828,6,2.8
12,1019112.306,4335051.394,46.6,252.8,PIPO,,30.734,6,2.8
60,1019419.682,4334986.381,351,174.9,PIPU,,37.846,6,2.3
8,1019240.114,4335123.637,177.4,319.5,PIEN,,4.064,6.1,1.1
71,1019410.816,4334829.522,335.6,18.5,PIEN,,5.08,6.1,3.3
59,1019264.968,4335108.094,201.4,303.1,POTR,,5.842,6.1,2.3
66,1019327.306,4335164.51,266.2,356.8,PIEN,,6.35,6.1,5.5
59,1019471.437,4335188.733,411.2,374.9,PIEN,,7.112,6.1,1.6
7,1019289.849,4334897.226,217.5,91.2,POTR,,7.366,6.1,4.3
15,1019397.028,4335023.452,329.9,212.9,POTR,,7.366,6.1,4.1
87,1019259.042,4334844.446,184.6,39.9,PIPO,,7.366,6.1,1.9
28,1019314.691,4335166.364,253.7,359.1,PIEN,,7.366,6.1,4.6
11,1019138.145,4335022.603,71.1,222.9,POTR,,7.62,6.1,3.1
42,1019334.304,4335157.17,272.8,349.1,PIEN,,7.62,6.1,4.5
13,1019371.28,4334817.851,295.5,8.5,PIEN,,7.62,6.1,2.6
16,1019139.705,4335077.059,75.1,277.2,POTR,,7.874,6.1,4.1
4,1019143.04,4335067.021,77.9,267,POTR,,7.874,6.1,3.8
43,1019203.029,4334864.766,129.3,62.5,PIEN,,7.874,6.1,2.6
26,1019231.319,4334955.948,161.5,152.5,POTR,,8.128,6.1,3.3
5,1019239.29,4335128.2,176.6,324.1,PIPU,,8.128,6.1,3.8
55,1019264.37,4334917.325,192.9,112.4,PIEN,,8.128,6.1,1.9
9,1019387.859,4335074.735,322.8,264.6,POTR,,8.382,6.1,3.3
16,1019405.545,4334981.045,336.6,170.1,POTR,,8.382,6.1,2.9
32,1019358.809,4334863.053,285,54.3,PIEN,,8.382,6.1,2.3
17,1019072.787,4335060.553,7.4,263.6,PIFL2,,8.636,6.1,1.9
36,1019386.738,4334868.919,313.2,58.9,PIPU,,8.636,6.1,2.4
27,1019317.932,4335146.408,256.1,339,PIPU,,8.636,6.1,1.3
67,1019477.907,4335187.573,417.6,373.4,PIEN,,8.636,6.1,3.3
70,1019136.666,4334937.211,66.2,137.7,PIEN,,8.636,6.1,2.3
8,1019492.171,4335017.482,424.6,203,POTR,,8.89,6.1,2.2
44,1019345.248,4335141.109,283.1,332.7,PIPU,,8.89,6.1,1.7
16,1019335.421,4335164.439,274.3,356.3,PIEN,,8.89,6.1,3.9
11,1019280.462,4335158.48,219.1,352.6,PIEN,,8.89,6.1,3.6
28,1019288.447,4335155.18,226.9,349.1,PIEN,,8.89,6.1,3.1
15,1019478.131,4335169.762,417.1,355.6,PIEN,,8.89,6.1,2
20,1019166.72,4334990.952,98.4,190,POTR,,9.144,6.1,3.3
12,1019489.472,4335084.629,424.8,270.2,POTR,,9.144,6.1,2.6
84,1019453.334,4335178.881,392.6,365.8,PIEN,,9.144,6.1,3.1
8,1019261.205,4335159.081,199.9,354,PIEN,,9.398,6.1,3.2
6,1019238.218,4335066.059,172.9,262.1,POTR,,9.652,6.1,4.5
31,1019095.073,4334955.273,25.4,157.5,PIPU,,9.652,6.1,1.5
27,1019391.212,4335173.945,330.3,363.5,PIEN,,9.652,6.1,1.8
9,1019180.595,4334847.476,106.2,46.2,PIEN,,9.652,6.1,1.6
39,1019244.478,4335178.423,184,374.2,PIEN,,9.652,6.1,1
52,1019348.79,4334842.014,274.1,33.6,PIEN,,9.906,6.1,1.5
76,1019421.708,4335155.496,360,343.9,PIEN,,9.906,6.1,1.2
12,1019071.872,4335052.896,6.3,256,PIFL2,,10.16,6.1,1
34,1019334.249,4335165.779,273.2,357.7,PIEN,,10.16,6.1,4.6
81,1019302.964,4335153.326,241.3,346.7,PIEN,,10.16,6.1,4.2
48,1019266.716,4335149.541,204.9,344.4,PIEN,,10.16,6.1,3.6
46,1019305.099,4335177.672,244.5,370.9,PIEN,,10.16,6.1,2.9
44,1019428.559,4334987.052,359.9,175.1,PIEN,,10.16,6.1,2.4
38,1019080.552,4334924.682,9.5,127.5,PIEN,,10.16,6.1,0.6
25,1019302.627,4334944.047,232.3,137.5,POTR,,10.414,6.1,2.8
21,1019142.693,4334973.478,73.7,173.6,PIPU,,10.414,6.1,1.7
12,1019380.038,4335194.282,320,384.4,PIEN,,10.414,6.1,3.9
7,1019414.183,4334818.885,338.4,7.7,PIEN,,10.414,6.1,2.1
10,1019391.347,4335047.884,325.3,237.6,POTR,,10.668,6.1,5.5
28,1019391.317,4335173.851,330.4,363.4,PSME,,10.922,6.1,0.7
37,1019442.352,4334972.043,373.1,159.6,PIPO,,10.922,6.1,6
38,1019237.37,4335165.147,176.2,361.1,PIEN,,10.922,6.1,1.5
55,1019206.938,4335197.501,147.3,394.8,PIFL2,,11.176,6.1,3
41,1019424.96,4334983.156,356.1,171.4,PIEN,,11.176,6.1,2.5
3,1019225.045,4334990.08,156.6,186.7,PIPO,,11.43,6.1,0.1
13,1019186.89,4334944.038,116.5,142.3,PIEN,,11.43,6.1,1.4
10,1019362.422,4335122.792,299.5,313.5,PSME,,11.684,6.1,3.3
39,1019183.128,4334898.678,111,97.2,PIEN,,11.684,6.1,0.3
58,1019254.081,4335115.145,190.9,310.5,PIPU,,11.938,6.1,1.9
22,1019286.56,4334881.432,213.6,75.6,PIEN,,11.938,6.1,2.3
47,1019208.636,4335166.949,147.6,364.2,PIEN,,12.446,6.1,0
86,1019188.257,4334959.832,118.7,158,PIPU,,12.446,6.1,1.4
45,1019129.928,4334878.094,57,78.8,PIEN,,12.7,6.1,1.4
22,1019203.451,4335060.452,138.1,257.9,PIFL2,,12.954,6.1,0
21,1019203.461,4335060.252,138.1,257.7,PIFL2,,13.97,6.1,0
41,1019268.938,4335120.12,206,314.9,PIPU,,13.97,6.1,3.2
13,1019157.961,4335180.344,97.7,379.6,PIEN,,14.224,6.1,0.5
13,1019154.77,4335220.528,96.2,419.9,PIPO,,14.224,6.1,4.8
4,1019442.068,4335064.251,376.6,251.7,PIEN,,14.478,6.1,0
44,1019205.371,4335135.234,143.1,332.7,POTR,,14.732,6.1,5.5
18,1019293.83,4334939.976,223.3,133.9,PIPU,,14.732,6.1,0
6,1019257.501,4334976.241,188.5,171.6,PIPO,,15.748,6.1,2.9
15,1019456.284,4334958.542,386.3,145.6,PIPO,,15.748,6.1,2.1
32,1019328.743,4335121.528,265.8,313.8,PSME,,17.272,6.1,0
3,1019479.005,4334897.143,406.4,83.3,PIPO,,20.066,6.1,2.2
22,1019215.495,4335110.136,152.1,307.1,PSME,,21.082,6.1,0
32,1019279.995,4335184.691,219.8,378.8,PIEN,,3.81,6.2,4.5
145,1019117.04,4334920.168,45.7,121.5,PIEN,,4.826,6.2,1.9
15,1019471.803,4334997.096,403.4,183.5,POTR,,5.08,6.2,4.5
9,1019363.509,4335007.495,295.8,198.3,POTR,,5.588,6.2,3
31,1019493.45,4335121.788,430.3,307.1,POTR,,5.588,6.2,3
14,1019497.802,4335028.395,430.8,213.6,POTR,,5.842,6.2,3.2
23,1019345.963,4335058.135,280.3,249.8,POTR,,6.096,6.2,2.8
9,1019419.81,4334891.761,347,80.4,POTR,,6.35,6.2,4.3
17,1019154.667,4335003.332,86.8,203,POTR,,6.35,6.2,4.1
43,1019167.122,4334879.125,94.2,78.3,POTR,,6.35,6.2,3.4
16,1019149.021,4335127.199,86.4,327,POTR,,6.35,6.2,1.3
18,1019161.401,4334869.91,88,69.4,POTR,,6.604,6.2,4.3
34,1019282.736,4334902.958,210.7,97.3,POTR,,6.604,6.2,4.1
15,1019384.51,4335081.286,319.8,271.1,POTR,,6.604,6.2,3.3
12,1019120.966,4334998.381,53.1,199.4,POTR,,7.112,6.2,2.5
15,1019071.964,4335082.138,7.5,285.2,PIFL2,,7.366,6.2,1
31,1019378.736,4335003.576,310.8,193.8,POTR,,7.366,6.2,4
17,1019160.664,4335091.968,96.6,291.2,POTR,,7.366,6.2,2.9
4,1019490.635,4335021.907,423.3,207.5,POTR,,7.62,6.2,2.5
55,1019226.148,4335195.896,166.4,392.4,PIEN,,7.62,6.2,4.2
19,1019478.508,4335173.988,417.7,359.8,PIEN,,7.62,6.2,2.1
45,1019246.604,4335170.425,185.7,366.1,PSME,,7.874,6.2,2
9,1019271.841,4334931.62,200.9,126.5,POTR,,7.874,6.2,3.1
12,1019142.219,4335046.249,76.2,246.3,POTR,,7.874,6.2,2.2
117,1019459.75,4335182.525,399.2,369.1,PIEN,,7.874,6.2,1
11,1019260.615,4335102.975,197,298,PSME,,8.128,6.2,1
20,1019459.656,4334870.403,386.1,57.4,POTR,,8.128,6.2,4.4
23,1019453.827,4334870.795,380.3,58.1,POTR,,8.128,6.2,3.8
7,1019385.771,4335020.47,318.5,210.3,POTR,,8.128,6.2,2.4
40,1019104.251,4334975.184,35.4,176.9,PIPU,,8.128,6.2,2.1
37,1019468.306,4335208.495,408.9,394.8,PIEN,,8.128,6.2,0.5
35,1019427.175,4335204.25,367.6,392.3,PIFL2,,8.382,6.2,4
58,1019371.42,4334855.609,297.2,46.2,PIEN,,8.382,6.2,4.4
3,1019404.516,4335193.456,344.4,382.5,PIFL2,,8.636,6.2,1
7,1019468.643,4334967.207,399.1,153.6,POTR,,8.636,6.2,3.1
46,1019233.007,4335168.12,172,364.3,POTR,,8.636,6.2,5.5
10,1019382.812,4335017.71,315.4,207.7,POTR,,8.636,6.2,3.3
19,1019204.695,4334832.611,129.7,30.3,PIEN,,8.636,6.2,3.2
61,1019200.863,4334858.044,127,55.9,PIEN,,8.636,6.2,2.9
9,1019231.861,4334837.737,157.1,34.2,PIEN,,8.636,6.2,0.2
57,1019433.374,4334830.897,358.2,18.9,POTR,,8.89,6.2,4.7
29,1019147.439,4335032.389,80.9,232.4,POTR,,8.89,6.2,4.2
13,1019420.078,4334834.598,344.9,23.3,PIEN,,8.89,6.2,2.5
52,1019359.654,4335204.837,300.2,395.8,PIEN,,8.89,6.2,1.9
20,1019259.616,4335053.055,193.8,248.2,POTR,,9.144,6.2,3.6
104,1019130.46,4334929.591,59.6,130.2,PIEN,,9.144,6.2,1.3
72,1019251.895,4334899.16,179.7,94.7,PIEN,,9.144,6.2,0.9
11,1019489.472,4335084.629,424.8,270.2,POTR,,9.398,6.2,3.4
38,1019306.196,4335062.176,240.8,255.5,POTR,,9.398,6.2,2.8
42,1019405.572,4335065.141,340.2,254.3,PIPO,,9.398,6.2,2.6
